,product,title,rating,text
21,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Pratique,4.0,"Au début j'utilisais l'application Kindle sur mon iPad ou iPhone. Je trouvais cela pratique mais sans plus. Je ne voyais pas vraiment l'intérêt de passer sur le Kindle. J'ai pourtant craqué pour le modèle de base, et ne regrette pas.Tout d'abord je ne comprends pas ces personnes qui râlent à cause de la pub. Pour ma part j'ai pris le modèle avec Pub, et ce n'est vraiment pas dérangeant. C'est même plutôt sympa de voir des nouveaux fond d'écran uniquement lorsque le Kindle est au mode veille. Très discret, c'est uniquement la photo de fond en mode veille qui change. Donc les personnes qui sont réfractaires à cela, peuvent pour quelques euros supplémentaires prendre la version sans pub. Mais encore une fois c'est tellement discret, et à aucun moment on est pollué lors de la lecture. Pour ce coup ci +1 à Amazon. Ensuite, je conseille vivement pour une question de confort de lecture par rapport à une tablette. Le papier effet mate, et super agréable. C'est peut être pas super top quand la pièce est sombre, mais cela passe amplement, et l'on n'éprouve aucune fatigue visuelle +0,5 Amazon (pour l'aspect rétro-éclairage qui pourrait être amélioré). Le faite de lire sur un kindle apporte également l'aspect ""déconnexion"", pas de pollution mail, sms, et autres notifications. On fait de la lecture, et c'est très bien. Ce coup ci un grand +1 Amazon. L'aspect navigation reste à mon sens la partie faible. Rien à redire quand au changement de page, mais dès que l'on veut chercher un autre livre, ou souligner un mot, rechercher une définition, c'est un peu moins bien. +1 pour le changement de page. +0,2 pour l'aspect config et recherche de nouveaux livres. Le dernier point : La prise en main n'est pas des plus ergonomique. Peut-être lié à mes grosses mains, mais avoir une possibilité de rotation aurait été un plus. +0,4.Voilà pour mes commentaires."
22,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Idéale pour débuter,4.0,"Le produit multimédia n'a pas pu être chargé.
                



 Première liseuse, offerte, car je n'en aurais je pense jamais achetée une.Pour moi, l'idée du cadeau correspond plutôt à ceci : ""offrez-moi prioritairement ce dont je n'ai pas besoin mais qui me tenterais bien"", une liseuse occupait cette liste d'idées kdo depuis qq années.Mes parents séchaient un peu cette année encore alors, pour ce prix de 50€ je leur ai indiqué la promo Avec les pubs ! De toutes façons, si je les trouve gênantes je peux les enlever (€) ou retourner la liseuse. Pourquoi payer plus dès le début ?Je la reçois blanche ce qui est plutôt cool pour moi. Moins de traces de doigts, moins facile à égarer, au soleil ça chauffe moins et c'est plus proche du livre également.Et mon profil, peut-être ? Le voici : lecteur occasionnel, je dois me forcer pour trouver du temps à consacrer à lire des romans, c'est un peu plus facile pour les BD que j'affectionne particulièrement pour leur coté graphique.Je ne déteste pas lire, mais avoir un livre sur moi est contraignant, même devoir tenir les pages pour lire : format poche obligatoire vous l'aurez peut-être deviné.Bref j'arrive quand même à lire deux ou trois romans par an lorsque je suis sûr d'avoir le temps pour les finir. L'étagère des livres ""à terminer"" est lourde.Je lis par contre beaucoup sur écran, des articles aux exposés, de formations aux rapports divers... et ça ne m'a jamais posé de problème. Voici d'où vient l'idée lointaine d'une liseuse.Revenons-en à cette Kindle (reçue jeudi, premier roman (court) lu hier en deux heures de rang avec une pause café -ou deux- avec Mme) :-Suffisamment petite pour se glisser partout,-Le plastique sonne creux mais ne se déforme pas. Elle devrait donc survivre à son usage,-Le blanc ne garde pas la marque de mes doigts gras, mais pourrait peut-être être salissant ? on verra et on nettoiera.-Très peu de boutons (un seul en fait, pour la réveiller), j'aurais sûrement préféré des boutons physiques pour changer les pages. Mais après la lecture de mon premier livre, je me suis redu compte que je la tenais à deux mains, les pouces débordant légèrement sur l'écran et qu'un léger basculement de ceux-ci permet de toucher l'écran sans trop d'effort... bilan énergétique très favorable donc...-L'écran est confortable même si je ne le trouve pas très réactif et que cette transition d'un écran à l'autre en passant par son négatif me dérange (voir vidéo). La résolution plus basse que celle d'autres modèles n'a vraiment pas été un handicap car même si vous choisissez de très petits caractères, ils sont suffisamment bien définis pour ne pas baver et devenir difficiles à lire.-Le rétroéclairage ne m'est vraiment pas utile. Je ne lis pas au lit et lorsque j'ai besoin de voir, j'allume la lumière de la pièce, une lampe, une bougie pourquoi pas (tiens ? c'est à essayer ça). Du coup, je n'aurai pas de souci de fatigue oculaire ou autre empoisonnement à la lumière bleue maléfique... Il fait donc le job, mais je trouve l'éclairage mal réparti, les 4 led sont à la base de l'écran et je distingue très nettement d'où l'éclairage est issu et les zones qui sont plus éclairées que les autres. Ma femme par contre ne le remarque pas, ce n'est donc qu'une histoire de perception...-Les menus sont ce qu'ils sont et je m'y ferai certainement, mais là encore cette transition entre les écrans est pénible.-Les réglages sont nombreux et vous trouverez votre compte.-L'accès à la bibliothèque Amazon est directe. Elle st connue pour être immense et la synchronisation avec vos achats de livres est instantanée.-La quantité de mémoire pour le stockage est amplement suffisante. Et même si je comprends que l'on puisse discuter sur le fait qu'Amazon communique sur 8Go alors qu'on ne dispose au final ""que"" de 6Go, ce n'est plus un secret pour personne et on s'accordera à dire que c'est beaucoup plus que ce qu'il est nécessaire d'avoir.-La pub ! car c'est bien ça qui va intéresser ceux qui hésitent entre les deux versions... Je me suis d'abord demandé si on m'avait livré la bonne version tellement elle est discrète. Alors oui, on vous suggère des livres sur l'écran de veille, oui on vous en suggère aussi dans votre bibliothèque, mais vous le regardez, vous, votre écran de veille ? et avoir des suggestions de lecture ne me dérange pas, j'en ai aussi à la médiathèque de mon village ou dans les librairies.Bilan, je trouve que le prix offert pour accepter ces suggestions-là correspond pour une fois à ce que je concède.Pour finir, la dernière photo représente ce que je conseillerais de faire... l'écran s'éteint !Et oui c'est possible et ça économisera vos batteries, tout comme désactiver le wifi ou éteindre le rétroéclairage. De toutes façons, une liseuse doit surtout être disponible sans aucun réseau, en plein soleil sur une chaise longue, comme un bouquin ! A propos des livres, une pensée pour ceux qui s'offusquent encore de voir les liseuses faire disparaitre les livres, je dirai que les marteaux n'ont jamais remplacé les pierres et inversement...La finalité de leur utilisation peut parfois être la même, les deux garderont toujours leurs spécificités.Conclusion :Si mon profil vous correspond, faites ce choix.Si vous cherchez vraiment une liseuse et que votre budget est serré, faites aussi ce choix.Et si vous recherchez une liseuse sans que son prix ne soit un critère pour vous ; pourquoi payer plus ?"
23,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Excellent produit,5.0,"4Go ça représente entre 4 et 8 000 livres. Donc largement de quoi occuper mon temps libre, je ne suis pas immortel et j'ai d'autres activités.D'autant plus que la plupart des livres occupent très peu de place avec l'abonnement kindle que j'utilise et qui m'offre l'accès à 10 livres en même temps (les autres étant dans la bibliothèque amazon).C'est aussi le point fort de cette liseuse: l'abonnement même si il n'offre pas l'intégralité des livres existant dans le monde (ce qui n'est pas numérisé ne peut pas être disponible sur un ordinateur). La bibliothèque est assez vaste pour m'occuper.Je peux la compléter avec la boutique en ligne ou en téléchargant des livres depuis internet au format mobi (j'en ait près de 2 000 qui sont dans le domaine publique et d'excellente qualité).Les 2 000 livres en questions occupent environ 1,7Go, il me reste pas mal de place pour les autres ouvrages.L'autonomie est très bonne, je suis un gros lecteur, je peux lire 3 heures par jour en moyenne ce qui consomme environ 10 % de la batterie de l'appareil, j'en conclus donc qu'elle a une autonomie de 24 heures avec le rétro éclairage actif.La recharge est rapide et prends moins d'une heure.Le poids est bon, elle est légère et permet de lire allongé sur le dos pendant des heures!"
24,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Conquise,5.0,"Je disais toujours préférer le contact avec un livre et puis .....Je me suis intéressée aux kindle à cause de l'arthrose dans mes mains car j'avais de plus en plus de mal à tenir en mains un livre. La douleur occasionnée me gâchait le plaisir de la lecture.Donc j'ai testé et adopté totalement. Pour un premier achat de kindle j'ai hésité puis opté pour la moins chère et je ne suis absolument pas déçue.La luminosité est parfaite pour lire en plein soleil ce qui était ma grande interrogation.J'utilise la luminosité sur 2 à l'intérieur comme à l'extérieur et c'est parfait. Moins d'intensité permet d'y voir aussi très bien mais je trouve le fond un peut trop gris.Son utilisation est très facile et on trouve toutes les aides sur Amazon si besoin.Quel plaisir d'avoir plein de livres avec soi, partout, et pour un petit poids !!!!La lecture est très agréable et facile alors que je n'aime pas lire sur pc ou téléphone.Je ne regrette pas du tout le livre papier, si j'avais su j'aurais acheté une kindle bien plus tôt."
25,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Kindle 2019,5.0,"Après un long moment d’hésitation, je me suis enfin lancé dans l’achat d’une liseuse numérique.Après avoir regardé sur le Net, j’ai décidé d’opter pour cette Kindle 2019.La facilité est au rendez-vous, que ce soit pour le choix des livres ou l’utilisation au quotidien.L’écran rétro éclairé est un avantage certain pour ne pas gêner le voisin  de lit si l’on est décidé à lire jusque tard la nuit.Le confort de lecture est vraiment parfait que ce soit en luminosité normal ou en plein soleil ou il est même plus facile de lire sur l’écran que sur un vrai livre.Bref, je recommande cet achat à tous ceux qui sont encore un petit peu sceptique à l’achat d’une liseuse numérique.L’option Amazon Prime permet en plus d’emprunter des livres gratuitement et de découvrir ainsi de nouveaux auteurs, une palme spéciale à Damien Leban et à Richard Pavloski."
26,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Une bibliothèque légère et à un prix défiant toute concurrence,5.0,"Voici une liseuse dont le prix permet à toute personne qui hésite à passer à la lecture numérique de franchir le pas.Tout d’abord, le déballage : un packaging sobre, classe et bien pensé : très facile de sortir l’appareil et l’emballage intérieur reprend l’illustration bien connue du Kindle, traitée dans des tons de noir. Cela donne un côté un peu haut de gamme, très sympa pour un cadeau (ça pourrait donner des idées à d’autres fabricants qui vendent des appareils bien plus chers dans des boîtes moins économes en carton mais nettement moins bien pensées).La liseuse elle-même est très légère, d’un design parfaitement intemporel avec des bords et des coins arrondis suffisamment larges pour une bonne préhension sans risquer de mauvaises manipulations de l’écran. Mon choix s’est porté sur la version blanche car j’ai déjà une version noire et ainsi pas de risque de se tromper de Kindle et de partir avec celui de ma compagne et l'empêcher de terminer son chapitre ;-)Le Kindle est en partie chargé, on peut donc commencer à l’utiliser dès la sortie du carton.Le démarrage est assez rapide et c’est une opération qu’on n’aura pas à faire souvent puisqu’on ne l’éteint en principe jamais.Quelques instants plus tard, on nous propose de paramétrer le Kindle : langue, région, wifi… et lorsque tout ça est réglé, la page d’accueil s’affiche.Pour ceux qui ont déjà utilisé un Kindle, rien ne change et c’est tant mieux car tout est simple à utiliser et affiché clairement.Par défaut, la page d’accueil montre notre bibliothèque, les listes de lecture et des recommandations de lecture. Si on préfère, on peut tout à fait choisir de n’afficher que sa bibliothèque et ainsi n’avoir sous les yeux que ses livres, si on met de côté les publicités.Petit mot à propos de ces annonces : elles ne sont en aucun cas une gène. Contrairement à ce qu’on a l’habitude de voir sur les portables, tablettes ou sites web, ces annonces sont restreintes à une petite zone en bas de l’écran, évidemment seulement sur l’écran d’accueil et jamais en cours de lecture. On les retrouve aussi sur l’écran de veille, elles prennent alors la place des images visibles sur cet écran si on prend la version sans annonces. Je conseille de prendre la version avec annonces tant on ne les remarque pas.Une fois qu’on commence à lire, la petite crainte qu’on peut avoir concernant la résolution (plus faible que celle du Paperwhite) s’efface : la qualité d’affichage est vraiment très bonne, et l’éclairage remplit parfaitement son rôle. On peut donc lire sans fatigue (si vous n’avez jamais essayé de liseuse et pensez que c’est assez proche d’une tablette, testez et vous verrez que ça n’a rien à voir) à la fois en pleine lumière (pas de reflets) ou le soir, même dans une pièce très sombre.L’éclairage est bien-sûr réglable, de même que la police de caractère et la mise en page (marges ou espacement par exemple). On a donc un livre qui s’adapte à votre vue et pas le contraire.Question réactivité, le Kindle laisse oublier son tarif : toutes les opérations se font sans attente, les pages se tournent sans délai. C’est bien simple, après quelques temps, retourner lire sur papier devient inconfortable.La liseuse ne propose pas beaucoup d’outils en plus de la lecture mais ce n’est pas son rôle. On retrouve quand même un navigateur “de dépannage” mais surtout la possibilité d’accéder à la définition d’un mot, de traduire des passages d’ouvrages ou encore de prendre des notes et de placer des signets.J’ai acheté ce Kindle avec l’étui en tissu sable. On protège le Kindle et ce dernier s’allume ou s’éteint quand on ouvre ou ferme l’étui, faisant ainsi ressembler le Kindle encore plus à un livre.N’hésitez pas, Amazon maîtrise parfaitement son sujet."
27,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Satisfait de ma première liseuse,5.0,"C'est ma toute première liseuse et j'en suis très satisfait après environ 1 mois d'utilisation.Je découvre encore ce monde des livres numériques. Je ne lisais plus du tout depuis des années et avec ce Kindle, je lis maintenant quasiment tous les soirs.Pas de fatigue visuelle. La liseuse est assez légère, de bonne taille, sans être trop grand pour autant.La batterie tient bien la charge.Le système d'envoi des livres par mail est très pratique et simple. Et un grand choix de livres, gratuits, payants, sur abo (Prime ou Abo Kindle) sur Amazon.L'écran me convient bien. Le rétro-éclairage (réglable) est pratique en cas de luminosité faible.Donc vraiment très content de cet achat !"
28,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir","ATTENTION aux ""offres spéciales""",5.0,"IMPORTANT, LISEZ CECI :Les offres spéciales sont des publicités qui apparaîtront à l'écran de la tablette. Vous payez donc votre produit 10€ moins cher, mais vous êtes susceptibles d'avoir de la pub à l'écran (même si cette pub n'est pas censée interrompre votre lecture)--Ceci étant dit, j'ai acquis cette liseuse très récemment, en hésitant avec la Paperwhite 2019.J'avais peur que la résolution soit trop basse, mais, même si la Paperwhite est bien mieux définie, celle-ci se défend très bien sur de l'affichage de texte, et il n'y a pas de sensation de flou.Côté luminosité / éclairage, l'éclairage est moins performant que sur la Paperwhite, mais c'est la même technologie d'éclairage frontal, avec une diode de moins, il n'y a donc pas de révolution entre les deux. La luminosité peut être réglée vraiment basse, ce qui permet de ne pas réveiller Madame lorsque je souhaite lire la nuit. Très bien !Enfin, ce qui surprend le plus, c'est l'écran tactile : nous sommes habitués aux écrans des smartphones (et aux processeurs cachés derrière)... ici c'est beaucoup plus sommaire : trois zones sur l'écran (bandeau du haut, bandeau de gauche et reste de la page)- le bandeau du haut permet d'accéder au menu- le bandeau de gauche permet de revenir à la page précédente- le très grand bandeau de droite permet d'avancer d'une pageLa navigation est très simple, même s'il m'arrive, par inadvertance, d'avancer de deux ou trois pages à la fois.Un seul tout petit reproche, en fait. J'aurais aimé avoir un bouton physique pour pouvoir activer l'éclairage de l'écran. En effet, je n'ai pas besoin d'éclairer l'écran pour lire dans la journée, mais il m'est quasi-impossible d'activer l'éclairage de l'écran en pleine nuit sans devoir allumer une lumière. Bref, je me suis résolu à laisser l'éclairage faiblement activé, même en journée... au détriment de l'autonomie.Ceci mis à part, je suis très heureux de mon achat !"
29,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Problème d'autonomie de la charge !!!,4.0,"Dès réception liseuse chargée avec le câble fourni pour atteindre 100%.Lecture  1/2 h en huit jour une seule fois appareil éteint chaque fois.la batterie est à 60 %, éteinte et 1/2 h d'utilisation ce n'est pas normal.Je met le problème sur le fait que la batterie est neuve et doit se normaliser.Mis en charge ce jour à 100% et je vais vérifier dans quelques jour pour voir si elle se décharche à nouveau sans utilisation et éteinte manuellement.A suivre !!!---------------------------------------------------------------La suite sans utilisation de lecture et en mode avion (sans Wifi)Pour finir les essaies je n'ai pas utilisé la liseuse pour bien vérifier le comportement de la batterie:2eme chargeElle perdait 3% par jour sans utilisation, puis c'est stabilisée à 1à 2 % de perte au bout de 8 jours.3 eme chargeEn 4 jours 2% de perte.Donc je pense qu'il faut faire plusieurs charges pour que la batterie soit fonctionnelle correctement.Je viens de modifier mon évaluation, car elle est pratique et d'un prix correct."
30,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Que demander de plus ?,5.0,"Absolument fan de la version blanche. La tablette est légère, bien construire, vraiment belle, l’écran est ultra agréable. J’ai pris la version avec offres, pour tester, et honnêtement ça vaut le coût. La publicité ne s’affiche que par deux endroits : lorsque l’écran est verrouillé, et lorsque qu’on est dans la page d’accueil, avec un bandeau en bas très discret. De plus, vous n’aurez pas de publicité comme « -50% dans votre supermarché préféré sur les pots de confitures » mais uniquement des offres relatives aux accessoires Amazon ou aux livres, donc autant dire que les publicités sont intéressante et pas dérangeante. Si toutefois vous changez d’avis, vous pourrez supprimer les publicités en payant 10€. Pour ce qui est de l’abonnement, ça vaut le coût là aussi, car vous payez 10€ par mois (soit environs moins que le prix moyen d’un livre) donc vous êtes rentable dès le premier livre lu par mois. La catalogue proposé par l’offre est énorme, par exemple tous les livres Harry Potter sont présents.D’autres options font tout le charme de cette liseuse : le système d’exploitation est bien pensé, et imaginé pour les tablettes à écran E-Ink, donc même sur la version la plus entrée de gamme, vous aurez une tablette fluide. D’autre part, certaines options sont géniales, comme la possibilité de rester appuyé sur un mot et d’en avoir la définition, même hors ligne, ou avoir plus d’informations telles que des traductions ou des informations tirées de Wikipédia.L’autonomie est gigantesque si vous lisez en hors ligne et de jour (sans rétroéclairage), mais si vous activez le Wifi et le rétroéclairage, l’autonomie sera énorme, mais forcément moins bonne. Mais énorme quand même.Pour le prix sans promotion, je recommande à 100%, alors si vous avez une promotion (des fois aux alentours de 55€) alors foncez sans hésiter."
31,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir","Kindle, maintenant avec un éclairage frontal intégré",1.0,"Se décharge vite, décevant.... Pas le choix de livres qu'il faut en KINDLE, décevant...."
32,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Bluffé !,5.0,"Personnellement je ne suis pas fan de lecture... Mais vraiment pas !!! Mais vraiment vraiment pas!!!!Cet article nous pouvons le dire que c'est plus ou moins un Achat compulsif!!!!J'ai profite des prime day pour le l'offrir sinon je ne l'aurai jamais acheté.Et bien je suis tout simplement bluffé !!!Je suis déjà a 4 livres, ca ne met jamais arrivé dans ma vie de lire autant !!!Je suis devenu fan de cet outil.Simple d'utilisation, grosse autonomie c'est un vrai régal !!!! J'arrive à enchaîner les livres sa's aucun souci. Nous pour lire plusieurs livres en même temps sans problème.L'encre numérique est un vrai bonheur pour les yeux pas de douleur, pas de fatigue.....Je suis vraiment sous le charme.Perso j'ai choisi celle avec les pubs.Vous pouvez foncez sans problème, elles sont invisibles !!! Seulement en veille donc aucun problème pour le lecteur.Vous pouvez foncer !!!!!Seul problème avec cette Kindle c'est le prix de la protection, presque le prix de cette liseuse c'est juste honteux!Jai donc choisi une protection autre et pour le prix j'en suis ravi!!!!Vous pouez y aller les yeux fermés!!!!Cette Kindle est magique"
33,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",en panne le jour de son activation,1.0,"Après avoir enregistrer trois ou quatre livre je m'aperçois que l'écran est éteint et ne s'allume plus . Il reste sur l'écran qui dit ""votre prochaine lecture vous attend"". il est chargé, j'ai activé le bouton principale, rien n'y fait. Je voudrais un remplacement svp? Comment dois-je procéder? Cordialement"
34,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Pire kindle que j’ai jamais eu,1.0,"C’est la pire kindle que j’ai jamais eue. Je ne sais pas si c’est parce qu’elle a un défaut, mais je n’avais pas pensé à cette possibilité au début donc après j’ai laissé tomber l’idée de la retourner.Elle change souvent de page toute seule. J’ai l’impression que le tactile fonctionne même quand on touche seulement le plastique qui entoure l’écran. Et elle s’allume toute seule très facilement dans mon sac. Donc je dois souvent chercher où j’en étais dans la lecture.C’est horrible, elle me tape sur les nerfs et je lis moins qu’avant. La version précédente fonctionnait beaucoup mieux.Le seul avantage c’est que l’éclairage intégré est suffisamment faible au niveau 1 pour pouvoir lire dans le noir sans que ça explose les yeux, donc quand je lis le soir je peux éteindre la lampe de chevet et je ne dérange pas mon partenaire.Mais parfois quand j’allume l’écran, la luminosité est à fond (alors qu’elle devrait encore être à 1) donc quand je l’allume je dois la poser à l’envers sur le lit et la tourner doucement pour vérifier que la luminosité n’a pas bugué, sinon ça fait mal aux yeux."
35,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Très déçu par cette liseuse. Bien meilleure lecture sur mon Ipad ou Iphone,2.0,"Cette liseuse est très, très décevante quand on est habitué depuis longtemps à la grande facilité (intuitivité) et fluidité de lecture sur un Ipad ou un Iphone (ou même sur mon Imac) avec application Kindle.-par elle-même excellente-. On a un peu l'impression de revenir à la technologie du siècle passé ou de repasser de la TV couleur au noir et blanc...Je me demande pourquoi j'ai acheté ça.. Navigation absolument pas intuitive, écrans compliqués, menus et sous menus à n'en plus finir, on n'arrive pas à lire les couvertures des livres présentés dans la bibliothèque tellement les images sont minuscules et N/B , sauts de pages saccadés et lents avec passage au noir entre chaque page très gênant , aucune fluidité, lisibilité et éclairages faibles, format trop petit de l'appareil qu'on ne tient pas bien en main, effleurements intempestifs du clavier qui provoquent des sauts de pages non voulus. On finit par ne plus savoir ou on en est dans le livre et comment revenir à ce qu'on a perdu. Je ne comprends vraiment pas ce que ça apporte par rapport à la lecture sur un smartphone de bonne qualité (c'est en réalité, même bien en dessous..).En outre, j'ai pris la version avec pub obligatoire(offre spéciale!...) . C'est très gênant; on dirait que l'appareil est un panneau publicitaire!!  Je suis client Amazon depuis longtemps. C'est la première fois que je suis déçu par un produit (très en retrait de tous les commentaires que j'ai lus).En outre, j'ai pris la version avec pub obligatoire (offre spéciale!...!) . C'est très gênant; on dirait que l'appareil est un panneau publicitaire!!  Je pense que je vais le retourner car il ne me sert à rien...et me complique la lecture."
36,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Parfaite,5.0,"Je l'ai depuis 3 mois maintenant et j'en suis très contente ! Je ne pensais pas autant aimer lire sur ""tablette"" et pourtant ! Je ne suis même pas sûre de revenir aux livres papier. De plus, quel gain de place et de poids cela va être dans ma valise ! Le seul truc qui me frustre un peu, c'est le côté noir et blanc. Et parfois le tactile manque de réactivité. Je ne l'ai pas encore utilisée en extérieur et notamment en plein soleil, on verra bien. L'autonomie de la batterie est vraiment bonne. Par contre c'est vrai que c'est embêtant quand tu es prise dans ton livre et que ça te dit de recharger, mais bon, c'est le jeu ma pauvre Lucette ! Je l'ai prise avec la pub. La pub c'est la proposition d'un bouquin quand on allume la liseuse, c'est tout ! J'ai bien fait d'économiser 10€. Je ne comprends pas les gens qui s'en plaignent -_- Bref, je suis vraiment ravie de cet achat que j'ai eu en promo à 59€ au lieu de 79€. Que demander de plus :p"
37,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Facile et léger,5.0,"Petit et léger, il se glisse dans tous les sacs. La taille est limite, je ne dirais pas non à un écran un peu plus grand.Utilisation pratique et intuitive. L'écran répond bien mais parfois il se met à passer les pages dans le mauvais sens et saute plusieurs pages d'un coup. Je n'ai toujours pas compris exactement à quoi cela est dû. Pour le reste, la répartition des zones tactiles pour le tournage de page rend ce tournage de page facile même à une seule main.L'éclairage est satisfaisant et permet de lire dans le noir, même avec la luminosité au minimum.L'affichage est confortable et l'écran mat permet de lire facilement à l'extérieur. Le fond est blanc-gris.  La définition est bonne, on voit un peu les bordures de pixels mais ça suffit pour la lecture.C'est ma première liseuse et elle me satisfait amplement. Il s'agit d'une des liseuses les moins chères du marché et j'en suis pleinement satisfait !"
38,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Change la façon de lire!,5.0,"J’ai mis énormément de temps avant de me décider à tester Kindle. Plusieurs membres de ma famille en ont depuis de nombreuses années mais j’étais très réticent à l’idée de lire sur un écran.Quelle erreur ! Cet écran en e-ink n’a absolument rien à voir avec un écran classique de tablette. Il ne fatigue pas du tout les yeux, le texte est très lisible. Le rétro éclairage est une option qui peut servir pour ceux qui lisent dans le noir mais sinon elle est inutile. L’écran a un toucher type papier assez convaincant, l’appareil est léger et d’un bon format.Le choix de livres sur la boutique kindle est gigantesque et il y a énormément de livres gratuits aussi. Vous pouvez même y mettre vos propres fichiers en convertissant vos PDF ou EPUB vers le format kindle grâce à un logiciel adapté.Oui il y a une certaine latence du fait de l’écran utilisant de l’encre électronique. Personnellement ça ne me gêne pas du tout.Vous avez le choix entre une version avec ou sans pub pour une dizaine d’euros de différence. J’ai opté pour « sans » par principe mais j’ai vu des kindles qui en avaient et elles n’apparaissent que quand l’appareil est en veille.L’autonomie est énorme, j’ai récemment abandonné mon appareil pendant deux mois car pas le temps de lire et quand je l’ai repris la batterie était encore à 65% et l’appareil toujours allumé.Je ne regrette pas cet achat. Je regrette de ne pas l’avoir acheté avant!"
39,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Boutique en mauvaise langue,3.0,"Alors maintenant que tout est bien configurer je suis content de ce produit mais j'ai failli le renvoyer.Je l'allume et la lie avec mon compte Amazon.fr et la, la tablette est en FR mais la boutique en allemand !L'enfer, après des heures de recherches sur la tablette impossible de mettre la boutique en français. Apres avoir fouiner sur des forums j'ai trouvé la solution, je l'explique brièvement si jamais cela peut en aider d'autre :- Aller sur la version PC d'Amazon.fr, aller dans ""Gérer vos contenus et vos appareil"" sous ""Compte et listes""- Onglet Préférence- Cliquer sur Paramètres de pays/région- Changer ici votre adresse, peu importe la rue, le pays ici est importantAmazon demandera donc si vous souhaiter transférer le compte Kindle vers Amazon.fr, acceptez.Cela m'étonne de la part d'Amazon de ne pas rendre cette option plus facilement accessible.Pour l'envoi des ebook gratuits trouvés ailleurs que sur Amazon :- Convertir le pdf ou autre en .mobi- Envoyer le .mobi à votre adresse Kindle- Celui-ci apparaîtra directement sur votre écran d'accueil, pratique.La liseuse possède également un navigateur web expérimental.Content de mon achat mais j'ai l'impression que l'interface utilisateur a été baclée en une après midi.Je ne la trouve pas du tout optimisée pour ce genre d'appareil. Heureusement cela sera sûrement amélioré dans les futures mises-à-jours. Niveau matériel, très confortable et très léger, je l'utilise à la plage, pour ça c'est parfait."
40,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Bon achat malgré l'interaction des lecteurs sur les livres,4.0,"Assure réticente aux liseuses, je me suis laissée tenter par celle ci pour alléger ma valise dans l'avion.Et j'en suis ravie .Tout d'abord un peu surprise de l'écran blanc et de l'absence de couleur comparé à l'application de mon téléphone, je suis vraiment contente de cet achat.Une seule chose me dérange, c'est l'interaction de tous les lecteurs.En effet si je surligne un passage ça le surligne pour tous les lecteurs. Ce qui n'est pas trop grave .Mais si je supprime un mot ou un passage , ça supprime pour tout les monde .J'ai acheté un livre sur Kindle et à trois reprises il manque des lignes ... D'où les 4 étoiles sur 5!Sinon la durée de la batterie est vraiment incroyable, cela fait 15 jours que je l'ai reçu et chargé , je n'ai même pas utilisé la moitié de la batterie.L'éclairage est un vrai plus quand on lit dans le noir . Et il se règle aisément.Quand à sa taille , l'équivalent d'un livre de poche, parfait pour entrer dans un sac . Et son petit poid le fait léger ."
41,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Pas de 4GO de stockage!! Info mensongère,3.0,"Je viens d'acheter ce kindle, lequel est censé avoir 4GO de stockage, mais il y a que 2.75GO.Je viens d’appeler au service client, on m’a expliqué que le reste des 4GO, soit 1.25GO, es utilisé par le logiciel de la liseuse.Or nul part on voit « 4GO » affiché dans infos sur l’appareil. Cf photo en pjJ’ai toujours des doutes sur ces informations, surtout parce que Ceci n’est pas expliqué dans la description du produit. Je suis un peu déçue pour ce manque de clarté."
42,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Bof,1.0,Je n’ai pas aimé cette tablette et l’ai renvoyé.Le tactile n’était pas assez réactif à mon goût. J’ai trouvé la luminosité fade. Ça ne me donner pas envie de lire. Après peut être est-ce parce que j’aime le livre papier mais que j’espérais me simplifier les choses avec cette tablette. Mais je ne suis pas du tout convaincu. Je pense que le manque de couleur m’a en fait découragé dans la lecture.Mais cela dépend sûrement des personnes et de ce qu’on recherche.
