,product,title,rating,text,preprocessed_title,preprocessed_text
89,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Réactivité de mauvaise qualité,3,"C'est ma troisième liseuse Kindle depuis 2012.Je trouvais que le rétro éclairage était un vrai plus pour une liseuse et c'est toujours le cas, mais comme la réactivité de cette dernière a nettement baissé par rapport aux deux précédentes, je ne peux m'empêcher d'imaginer que cela est dû à cette fonctionnalité dont je ne pourrais plus me passer.Par exemple, quand je cherche un mot dans le dictionnaire (et comme je lis beaucoup en anglais, ça revient assez souvent), il me faut parfois taper quatre fois pour faire disparaître la définition ou la traduction.Quand je l'ai reçue, cela m'a frappée et j'ai dû renvoyer ma Kindle. J'ai même failli reprendre l'ancienne que j'avais prévu de donner à une amie, même si la batterie demandait à être chargée quasi en permanence, mais j'ai bien vu à la réception de celle de remplacement, que c'était la même chose et qu'il s'agissait donc probablement d'un véritable défaut de l'appareilLe passage des pages n'est pas très net non plus. Il y a comme un black-out très court qui rappelle un peu le passage d'une diapositive à l'autre avec un antédiluvien projecteur de ces petites photos ( ;-) ), mais je m'y suis habituée.Bref ! Je suis assez captive de la Kindle parce qu'en en étudiant d'autres, je la trouve la moins chère pour un type de rangement de collections auquel je me suis habituée, mais je suis très déçue par la qualité qui baisse. J'espère qu'à la prochaine (je ne me fais pas d'illusions sur sa longévité), ces problèmes seront réglés.","['réactivité', 'mauvaise', 'qualité']","['cest', 'troisième', 'liseuse', 'kindle', 'depuis', 'trouvais', 'rétro', 'éclairage', 'vrai', 'plus', 'liseuse', 'cest', 'toujours', 'cas', 'comme', 'réactivité', 'cette', 'dernière', 'a', 'nettement', 'baissé', 'rapport', 'deux', 'précédentes', 'peux', 'mempêcher', 'dimaginer', 'cela', 'dû', 'cette', 'fonctionnalité', 'dont', 'pourrais', 'plus', 'passerpar', 'exemple', 'quand', 'cherche', 'mot', 'dictionnaire', 'comme', 'lis', 'beaucoup', 'anglais', 'ça', 'revient', 'assez', 'souvent', 'faut', 'parfois', 'taper', 'quatre', 'fois', 'faire', 'disparaître', 'définition', 'traductionquand', 'lai', 'reçue', 'cela', 'frappée', 'jai', 'dû', 'renvoyer', 'kindle', 'jai', 'failli', 'reprendre', 'lancienne', 'javais', 'prévu', 'donner', 'amie', 'si', 'batterie', 'demandait', 'être', 'chargée', 'quasi', 'permanence', 'jai', 'bien', 'vu', 'réception', 'celle', 'remplacement', 'cétait', 'chose', 'quil', 'sagissait', 'donc', 'probablement', 'dun', 'véritable', 'défaut', 'lappareille', 'passage', 'pages', 'nest', 'très', 'net', 'non', 'plus', 'a', 'comme', 'blackout', 'très', 'court', 'rappelle', 'peu', 'passage', 'dune', 'diapositive', 'lautre', 'antédiluvien', 'projecteur', 'petites', 'photos', 'my', 'habituéebref', 'assez', 'captive', 'kindle', 'parce', 'quen', 'étudiant', 'dautres', 'trouve', 'moins', 'chère', 'type', 'rangement', 'collections', 'auquel', 'habituée', 'très', 'déçue', 'qualité', 'baisse', 'jespère', 'quà', 'prochaine', 'fais', 'dillusions', 'longévité', 'problèmes', 'réglés']"
90,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Conquis,5,Je ne lit que des livres en papiers ... j'ai voulu faire une économie à mon porte feuille 😅 en achetant les livres papiers que ceux que je souhaite garder en bibliothèque.. donc après hésitation et beaucoup de recherche j'ai opter pour la kindle.. au début j'ai éte surprise et déçus par la taille ... et j'avais donc demandé un retour immédiat... je me suis forcer quand même à essayer ( pour éviter de mourir con 😅) et au final j'ai adopter le concept ça ne m'empêche pas de lire en papier donc j'ai alliés les deux et je trouve vraiment agréable de lire sans ce ruiner 😊Le bémol que je peu apporter à ce commentaire c'est concernant le menu en noir et blanc ( que je trouve vraiment dommage) et l'abonnement kindle ( que j'ai pas encore pris mais je pense le faire ) ont paye déjà un abonnement prime (50e à l'année) .. et je trouve que Amazon pourrait revoir sont concepte pour intégrer l'abonnement kindle dans sont abonnement prime car 10e par mois pour l'abonnement de lecture je trouve ça limite même si je conçoit le choix illimiter qu'on as au niveau des livres ( maintenant à savoir si nous reviens vraiment moins chère de prendre que d'acheter des ebook qui pour certains dépasse même pas 5e .. ),['conquis'],"['lit', 'livres', 'papiers', 'jai', 'voulu', 'faire', 'économie', 'porte', 'feuille', '😅', 'achetant', 'livres', 'papiers', 'ceux', 'souhaite', 'garder', 'bibliothèque', 'donc', 'après', 'hésitation', 'beaucoup', 'recherche', 'jai', 'opter', 'kindle', 'début', 'jai', 'éte', 'surprise', 'déçus', 'taille', 'javais', 'donc', 'demandé', 'retour', 'immédiat', 'forcer', 'quand', 'essayer', 'éviter', 'mourir', 'con', '😅', 'final', 'jai', 'adopter', 'concept', 'ça', 'mempêche', 'lire', 'papier', 'donc', 'jai', 'alliés', 'deux', 'trouve', 'vraiment', 'agréable', 'lire', 'sans', 'ruiner', '😊le', 'bémol', 'peu', 'apporter', 'commentaire', 'cest', 'concernant', 'menu', 'noir', 'blanc', 'trouve', 'vraiment', 'dommage', 'labonnement', 'kindle', 'jai', 'encore', 'pris', 'pense', 'faire', 'paye', 'déjà', 'abonnement', 'prime', 'e', 'lannée', 'trouve', 'amazon', 'pourrait', 'revoir', 'concepte', 'intégrer', 'labonnement', 'kindle', 'abonnement', 'prime', 'car', 'e', 'mois', 'labonnement', 'lecture', 'trouve', 'ça', 'limite', 'si', 'conçoit', 'choix', 'illimiter', 'quon', 'niveau', 'livres', 'maintenant', 'savoir', 'si', 'reviens', 'vraiment', 'moins', 'chère', 'prendre', 'dacheter', 'ebook', 'certains', 'dépasse', 'e']"
91,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Légère et agréable en main,4,C’est la dernière Kindle achetée pour ma fille au collège : je possède l’ancien modèle.Elle est plus légère et l’écran mieux optimisé que la mienne.La housse adaptée achetée aussi sur Amazon permet l’extinction de liseuse.Seul regret : trop de publicités intempestives lorsqu’on rallume la liseuse... il faut penser à se mettre en mode avion.,"['légère', 'agréable', 'main']","['’', 'dernière', 'kindle', 'achetée', 'fille', 'collège', 'possède', '’', 'ancien', 'modèleelle', 'plus', 'légère', '’', 'écran', 'mieux', 'optimisé', 'miennela', 'housse', 'adaptée', 'achetée', 'aussi', 'amazon', 'permet', '’', 'extinction', 'liseuseseul', 'regret', 'trop', 'publicités', 'intempestives', 'lorsqu', '’', 'rallume', 'liseuse', 'faut', 'penser', 'mettre', 'mode', 'avion']"
92,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir","Après un peu plus d'un an d'utilisation, il ""bugge""",1,"Acheté à ma fille l'année dernière, il bugge : affichage de 30 livres puis la seconde d'après, il n'y a plus que 10 livres, puis ..... Bug système malgré la dernière mise à jour. Un an d'utilisation pour le prix, c'est du gaspillage !!","['après', 'peu', 'plus', 'dun', 'an', 'dutilisation', 'bugge']","['acheté', 'fille', 'lannée', 'dernière', 'bugge', 'affichage', 'livres', 'puis', 'seconde', 'daprès', 'ny', 'a', 'plus', 'livres', 'puis', 'bug', 'système', 'malgré', 'dernière', 'mise', 'jour', 'an', 'dutilisation', 'prix', 'cest', 'gaspillage']"
93,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Première liseuse achetée : un peu déçue,3,"J’ai installé l’app Kindle sur mon téléphone depuis qq années en l’utilisant de temps à autre, notamment un temps avec des livres gratuits, des vieux classiques. Mais je trouvais difficile de trouver ce qui m’intéressait (c’est vraiment pas ergonomique la recherche !) et j’avais laissé de côté un peu.Sauf que je me lance dans Game of thrones, que je veux lire en anglais et je n’ai aucune envie de me trimballer les kilos de livres. D’où l’idée de la liseuse qui revient.Je prends une kindle, « premier prix » et « dernier modèle ».Je dévore Game of thrones sur ma liseuse et sur mon téléphone (plus pratique dans les transports d’avoir un seul appareil à transporter plutôt que deux !).Alors oui, grand confort de la lumière, mais c’est un peu rustique pour accéder aux commandes pour régler la luminosité de l’écran : manque un raccourci (qui existe pour la taille des caractères).Écran tactile : il me joue des tours souvent : il avance d’une ou plusieurs pages quand je voulais juste reculer d’une page.Fonctions définitions/traductions/wiki : moins ergonomiques que sur l’application ! Application qui par ailleurs recèle plus de fonctionnalités.La batterie : tous les 3 jours je recharge en moyenne. Pas du tout ce à quoi je m’attendais. Pas « les semaines » annoncées en tout cas.Et la synchro entre l’app et la liseuse est foireuse depuis 2 jours... aujourd’hui d’ailleurs la liseuse a buggué, et recommencé le livre à zéro, après clignottement d’écran etc... pas rassurant : j’espère que je ne suis pas tombée sur un mauvais coucou.Je reste quand même contente de pouvoir lire facilement ma saga, la taille de l’écran et le poids de l’appareil étant conformes à mes attentes : j’apprécie de passer à la liseuse à la maison et de délaisser mon téléphone.Rayon choix des livres : c’est toujours aussi le bazar pour chercher dans les listes Prime ou abonnés....","['première', 'liseuse', 'achetée', 'peu', 'déçue']","['’', 'installé', '’', 'app', 'kindle', 'téléphone', 'depuis', 'qq', 'années', '’', 'utilisant', 'temps', 'autre', 'notamment', 'temps', 'livres', 'gratuits', 'vieux', 'classiques', 'trouvais', 'difficile', 'trouver', '’', 'intéressait', '’', 'vraiment', 'ergonomique', 'recherche', '’', 'laissé', 'côté', 'peusauf', 'lance', 'game', 'of', 'thrones', 'veux', 'lire', 'anglais', '’', 'aucune', 'envie', 'trimballer', 'kilos', 'livres', '’', 'où', '’', 'idée', 'liseuse', 'revientje', 'prends', 'kindle', '«', 'premier', 'prix', '»', '«', 'dernier', 'modèle', '»', 'dévore', 'game', 'of', 'thrones', 'liseuse', 'téléphone', 'plus', 'pratique', 'transports', '’', 'avoir', 'seul', 'appareil', 'transporter', 'plutôt', 'deux', 'alors', 'oui', 'grand', 'confort', 'lumière', '’', 'peu', 'rustique', 'accéder', 'commandes', 'régler', 'luminosité', '’', 'écran', 'manque', 'raccourci', 'existe', 'taille', 'caractèresécran', 'tactile', 'joue', 'tours', 'souvent', 'avance', '’', 'plusieurs', 'pages', 'quand', 'voulais', 'juste', 'reculer', '’', 'pagefonctions', 'définitionstraductionswiki', 'moins', 'ergonomiques', '’', 'application', 'application', 'ailleurs', 'recèle', 'plus', 'fonctionnalitésla', 'batterie', 'tous', 'jours', 'recharge', 'moyenne', 'tout', 'quoi', '’', 'attendais', '«', 'semaines', '»', 'annoncées', 'tout', 'caset', 'synchro', 'entre', '’', 'app', 'liseuse', 'foireuse', 'depuis', 'jours', 'aujourd', '’', 'hui', '’', 'ailleurs', 'liseuse', 'a', 'buggué', 'recommencé', 'livre', 'zéro', 'après', 'clignottement', '’', 'écran', 'etc', 'rassurant', '’', 'espère', 'tombée', 'mauvais', 'coucouje', 'reste', 'quand', 'contente', 'pouvoir', 'lire', 'facilement', 'saga', 'taille', '’', 'écran', 'poids', '’', 'appareil', 'conformes', 'attentes', '’', 'apprécie', 'passer', 'liseuse', 'maison', 'délaisser', 'téléphonerayon', 'choix', 'livres', '’', 'toujours', 'aussi', 'bazar', 'chercher', 'listes', 'prime', 'abonnés']"
94,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Achat presque indispensable !!,5,"Acheté il y a un peu plus de 6 mois pour ne pas avoir à transporter de gros livres ou les abîmer. Je pensais ne pas apprécier car j’aime tellement tourner les pages et me rendre compte de combien j’ai lu ou ce qu’il me reste à lire en regardant l’épaisseur... et en fin de compte je suis conquise!Je peux enfin lire sans déranger mon conjoint grâce à l’éclairage intégré et surtout je ne m’abîme pas les yeux.J’ai pris la version blanche pour ne pas que ça fasse une grande démarcation sur les cotes par rapport « aux pages » blanches.J’ai aussi pris la version 10€ moins chère avec les « pubs » mais personnellement je ne les vois pas, il me semble que c’est seulement en veille donc quand je lis, je n’ai que ma page.Très pratique aussi il y a le temps de lecture restante en fonction de notre vitesse de lecteur, le temps du chapitre ou le nombre de pages ....super achat !!","['achat', 'presque', 'indispensable']","['acheté', 'a', 'peu', 'plus', 'mois', 'avoir', 'transporter', 'gros', 'livres', 'abîmer', 'pensais', 'apprécier', 'car', '’', 'aime', 'tellement', 'tourner', 'pages', 'rendre', 'compte', 'combien', '’', 'lu', '’', 'reste', 'lire', 'regardant', '’', 'épaisseur', 'fin', 'compte', 'conquiseje', 'peux', 'enfin', 'lire', 'sans', 'déranger', 'conjoint', 'grâce', '’', 'éclairage', 'intégré', 'surtout', '’', 'abîme', 'yeuxj', '’', 'pris', 'version', 'blanche', 'ça', 'fasse', 'grande', 'démarcation', 'cotes', 'rapport', '«', 'pages', '»', 'blanchesj', '’', 'aussi', 'pris', 'version', '€', 'moins', 'chère', '«', 'pubs', '»', 'personnellement', 'vois', 'semble', '’', 'seulement', 'veille', 'donc', 'quand', 'lis', '’', 'pagetrès', 'pratique', 'aussi', 'a', 'temps', 'lecture', 'restante', 'fonction', 'vitesse', 'lecteur', 'temps', 'chapitre', 'nombre', 'pages', 'super', 'achat']"
95,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Pas mal de qualités et pas mal de défauts mais pour 79€ ça vaut le coup d'essayer.,4,"Les 2 ou  3 premiers jours j'ai failli rendre l'appareil tant la lenteur et la mollesse de l'interface est assez archaïque sur un produit électronique de 2019.On peut aussi se demander pourquoi le système squatte près d'un tiers du stockage juste pour une liseuse en noir et blanc avec une interface si primitive.L'affichage des images, les couvertures des livres et autres, est assez dégueulasse.Mais l'affichage du texte est parfait et le rétro-éclairage est branché constamment chez moi.C'est beaucoup plus confortable à lire qu'un livre surtout qu'on peu agrandir le texte à volonté.C'est génial d'avoir une boutique intégrée où on peut se procurer un ouvrage où que l'on soit (en utilisant la fonction ""hot spot wifi"" de son smartphone par exemple).Ca tient dans une poche. L'autonomie de la batterie dure environ 15 jours chez moi, ce que je trouve satisfaisant.","['mal', 'qualités', 'mal', 'défauts', '€', 'ça', 'vaut', 'coup', 'dessayer']","['premiers', 'jours', 'jai', 'failli', 'rendre', 'lappareil', 'tant', 'lenteur', 'mollesse', 'linterface', 'assez', 'archaïque', 'produit', 'électronique', 'peut', 'aussi', 'demander', 'pourquoi', 'système', 'squatte', 'près', 'dun', 'tiers', 'stockage', 'juste', 'liseuse', 'noir', 'blanc', 'interface', 'si', 'primitivelaffichage', 'images', 'couvertures', 'livres', 'autres', 'assez', 'dégueulassemais', 'laffichage', 'texte', 'parfait', 'rétroéclairage', 'branché', 'constamment', 'chez', 'moicest', 'beaucoup', 'plus', 'confortable', 'lire', 'quun', 'livre', 'surtout', 'quon', 'peu', 'agrandir', 'texte', 'volontécest', 'génial', 'davoir', 'boutique', 'intégrée', 'où', 'peut', 'procurer', 'ouvrage', 'où', 'lon', 'utilisant', 'fonction', 'hot', 'spot', 'wifi', 'smartphone', 'exempleca', 'tient', 'poche', 'lautonomie', 'batterie', 'dure', 'environ', 'jours', 'chez', 'trouve', 'satisfaisant']"
96,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",J'espérais mieux,3,"Bien plus agréable à lire que sur un smartphone mais c'est tout, très cher pour ce que c'est.Ça ne s'éteint... pas, il y a toujours une image de fond, pas gênant, juste surprenant.La sortie du mode veille n'est pas ""propre"", on a 1 ou 2 affichages sur fond noir avant de pouvoir lire, ça reste rapide quand même.Le tactile, la sélection du texte me paraît plus compliqué que sur mon smartphone, sinon ça fonctionne bien.On peut faire des notes, chercher une définition, sur smartphone c'est plus complet vu qu'on peut faire des recherches sur le net et copier coller le texte dans une autre application.C'est tout de même mieux pour lire, écran plus large, la luminosité est moins agressive, on peut lire dans le noir.Je trouve tout de même que ça coûte cher pour ce que c'est.","['jespérais', 'mieux']","['bien', 'plus', 'agréable', 'lire', 'smartphone', 'cest', 'tout', 'très', 'cher', 'cestça', 'séteint', 'a', 'toujours', 'image', 'fond', 'gênant', 'juste', 'surprenantla', 'sortie', 'mode', 'veille', 'nest', 'propre', 'a', 'affichages', 'fond', 'noir', 'avant', 'pouvoir', 'lire', 'ça', 'reste', 'rapide', 'quand', 'mêmele', 'tactile', 'sélection', 'texte', 'paraît', 'plus', 'compliqué', 'smartphone', 'sinon', 'ça', 'fonctionne', 'bienon', 'peut', 'faire', 'notes', 'chercher', 'définition', 'smartphone', 'cest', 'plus', 'complet', 'vu', 'quon', 'peut', 'faire', 'recherches', 'net', 'copier', 'coller', 'texte', 'autre', 'applicationcest', 'tout', 'mieux', 'lire', 'écran', 'plus', 'large', 'luminosité', 'moins', 'agressive', 'peut', 'lire', 'noirje', 'trouve', 'tout', 'ça', 'coûte', 'cher', 'cest']"
97,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",125 € pour être vacciné des prodts US,1,"il n'y pas de mode d'emploi livré. tout est sur internet encore faut-il savoir quel modèle j'ai acheté ? impossible de A part le code référence à x chiffres qui ne sert strictement à rien, trouver le modèle de Kindle acheté  sur la facture est impossible . Sans le modèle de Kindle, et il y en a un paquet on ne peut trouver aucune aide à l'utilisation sur Internet. En résumé, la kindle c'est comme les imprimantes en promo à 80 €, elle vous est livrée avec une cartouche de démarrage pour 20 copies puis la recharge coûte plus cher que l'imprimante, mais elle vous permet quand même d'imprimer plus de 20 feuilles... Avec la Kindle vous ne pouvez même pas choisir votre premier livre ""offert"" on vous impose un roman US sans intérêt. Avec que des pub, achetez, achetez. Je pensais à tort pouvoir charger des livres appréciés par des amis qu'ils m'ont adressés au format Kindle. C'est impossible d'y arriver, il faut les acheter sur Amazon qui verrouille bien le Net. Bêtement j'ai laissé passé le mois de reprise à chercher des solutions. Heureusement j'ai payé avec une CB AXA je peux donc la faire reprendre par Axa Banque à 50 % du prix d'achat. Tans pis pour les 60 €, c'est surtout le temps perdu sur internet et les site Amazon et Kindle qui m'ont définitivement vacciné des produis US, Amazon jamais plus ! et je remplacerai mon Iphone X par un HUAWEI","['€', 'être', 'vacciné', 'prodts', 'us']","['ny', 'mode', 'demploi', 'livré', 'tout', 'internet', 'encore', 'fautil', 'savoir', 'quel', 'modèle', 'jai', 'acheté', 'impossible', 'a', 'part', 'code', 'référence', 'x', 'chiffres', 'sert', 'strictement', 'rien', 'trouver', 'modèle', 'kindle', 'acheté', 'facture', 'impossible', 'sans', 'modèle', 'kindle', 'a', 'paquet', 'peut', 'trouver', 'aucune', 'aide', 'lutilisation', 'internet', 'résumé', 'kindle', 'cest', 'comme', 'imprimantes', 'promo', '€', 'livrée', 'cartouche', 'démarrage', 'copies', 'puis', 'recharge', 'coûte', 'plus', 'cher', 'limprimante', 'permet', 'quand', 'dimprimer', 'plus', 'feuilles', 'kindle', 'pouvez', 'choisir', 'premier', 'livre', 'offert', 'impose', 'roman', 'us', 'sans', 'intérêt', 'pub', 'achetez', 'achetez', 'pensais', 'tort', 'pouvoir', 'charger', 'livres', 'appréciés', 'amis', 'quils', 'mont', 'adressés', 'format', 'kindle', 'cest', 'impossible', 'dy', 'arriver', 'faut', 'acheter', 'amazon', 'verrouille', 'bien', 'net', 'bêtement', 'jai', 'laissé', 'passé', 'mois', 'reprise', 'chercher', 'solutions', 'heureusement', 'jai', 'payé', 'cb', 'axa', 'peux', 'donc', 'faire', 'reprendre', 'axa', 'banque', 'prix', 'dachat', 'tans', 'pis', '€', 'cest', 'surtout', 'temps', 'perdu', 'internet', 'site', 'amazon', 'kindle', 'mont', 'définitivement', 'vacciné', 'produis', 'us', 'amazon', 'jamais', 'plus', 'remplacerai', 'iphone', 'x', 'huawei']"
98,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Très sympa !,5,"J'ai acheté cette liseuse pour la laisser continuellement dans mon sac, au cas où... En effet, je possède une liseuse Kobo Forma, que j'adore et, dont je me sers toute la journée.Pour le prix (promo à moins de 55€), cette Kindle est tout à fait correcte ! Mis à part l'incompatibilité avec le format epub (on le sait avant d'acheter), cette liseuse fait bien le boulot. Bien sûr, la qualité n'est pas au top, comparé aux produits haut de gamme (comme la Forma), mais ce n'est pas du tout le même budget.Mis à part, également, le fait que l'on n'a toujours pas accès à la fonction Goodreads (dont j'aurais bien besoin)), je dirais que, pour moi, la Kindle a un très bon rapport qualité/prix !Edit : à peine achetée, pubs supprimées ! Pour 10€ supplémentaires, c'est bien plus agréable sans !","['très', 'sympa']","['jai', 'acheté', 'cette', 'liseuse', 'laisser', 'continuellement', 'sac', 'cas', 'où', 'effet', 'possède', 'liseuse', 'kobo', 'forma', 'jadore', 'dont', 'sers', 'toute', 'journéepour', 'prix', 'promo', 'moins', '€', 'cette', 'kindle', 'tout', 'fait', 'correcte', 'mis', 'part', 'lincompatibilité', 'format', 'epub', 'sait', 'avant', 'dacheter', 'cette', 'liseuse', 'fait', 'bien', 'boulot', 'bien', 'sûr', 'qualité', 'nest', 'top', 'comparé', 'produits', 'haut', 'gamme', 'comme', 'forma', 'nest', 'tout', 'budgetmis', 'part', 'également', 'fait', 'lon', 'na', 'toujours', 'accès', 'fonction', 'goodreads', 'dont', 'jaurais', 'bien', 'besoin', 'dirais', 'kindle', 'a', 'très', 'bon', 'rapport', 'qualitéprix', 'edit', 'peine', 'achetée', 'pubs', 'supprimées', '€', 'supplémentaires', 'cest', 'bien', 'plus', 'agréable', 'sans']"
99,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir","Une valeur sûre, même si le câble USB est fragile",5,"Sur ce produit, j'apprécie la très bonne autonomie : il est possible de passer plusieurs jours, semaines (voir plusieurs mois si on la laisse en veille sans l'utiliser)Le réglage de la luminosité est pratique et efficace. Pour lire dans le noir, la lumière ne fait pas mal aux yeux et chacun peut l'adapter à sa sensibilité.La navigation dans les menus pourrait être mieux, mais pour une Kindle d'entrée de gamme avec une dimension assez petite pour être pratique, mais suffisamment grande pour apporter un confort de lecture, c'est plutôt bien.Un produit Amazon que j'ai acheté en toute sérénité !Attention, plusieurs câbles ont un léger faux contact. Si c'est le cas, votre ordinateur ne verra pas votre appareil. J'ai dû en changer plusieurs, heureusement qu'elle fonctionne avec le câble de mon téléphone, car celui d'origine a rendu l'âme. C'est peut-être moi qui l'ai maltraité donc je n'en tiens pas rigueur dans mon évaluation.","['valeur', 'sûre', 'si', 'câble', 'usb', 'fragile']","['produit', 'japprécie', 'très', 'bonne', 'autonomie', 'possible', 'passer', 'plusieurs', 'jours', 'semaines', 'voir', 'plusieurs', 'mois', 'si', 'laisse', 'veille', 'sans', 'lutiliserle', 'réglage', 'luminosité', 'pratique', 'efficace', 'lire', 'noir', 'lumière', 'fait', 'mal', 'yeux', 'chacun', 'peut', 'ladapter', 'sensibilitéla', 'navigation', 'menus', 'pourrait', 'être', 'mieux', 'kindle', 'dentrée', 'gamme', 'dimension', 'assez', 'petite', 'être', 'pratique', 'suffisamment', 'grande', 'apporter', 'confort', 'lecture', 'cest', 'plutôt', 'bienun', 'produit', 'amazon', 'jai', 'acheté', 'toute', 'sérénité', 'attention', 'plusieurs', 'câbles', 'léger', 'faux', 'contact', 'si', 'cest', 'cas', 'ordinateur', 'verra', 'appareil', 'jai', 'dû', 'changer', 'plusieurs', 'heureusement', 'quelle', 'fonctionne', 'câble', 'téléphone', 'car', 'celui', 'dorigine', 'a', 'rendu', 'lâme', 'cest', 'peutêtre', 'lai', 'maltraité', 'donc', 'nen', 'tiens', 'rigueur', 'évaluation']"
100,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",J’ai toujours rêvé d’un avoir un,5,"Je l’aime! Je suis une book-addict et comment vous dire que depuis que je l’ai acheté ils ne me quittent plus. À la maison, à la fac, dans le métro, dans le train, quand je suis dans une salle attente, il est toujours dans mon sac. Hyper léger, très pratique pour ceux qui aiment lire mais qui se déplacent souvent et n’ont pas de place pour transporter leur livres avec eux. Avec un abonnement kindle ou pas les livres en version epub ne coûtent pas du tout cher et on peut très facilement les trouver sur internet gratuitement. On peut y stocker jusqu’à 300 eBook ce qui est énorme. On peut surligneur, noter, regarder la signification des mots sur un dictionnaire (n’importe quelle langue)  et avec une connexion internet même voir les définitions des mots sur Wikipedia. Quand j’ai des examens je fais mes fiches directement sur word, je les converties au format ePub et je les déplace sur mon kindle, ce qui me permet de transporter et de toujours avoir avec moi mes fiches de révisions sur un seul support. Et si on parle de quand il est éteint et la couverture du livre qu’on est en train de lire s’affiche? Ça c’est génial. Le kindle me change la vie! Je suis en licence de langue et le kindle me permet de lire des livres directement en anglais et espagnol et de traduire les mots ou les phrases que je comprends pas juste en y cliquant dessus.Seule chose qui peut déranger sur l’appareil et en dehors de la lecture c’est y surfer, je sais pas si je m’explique mais ce que je veux dire que des fois c’est un peu chiant l’écran tactile qui est un peu lent par rapport à nos téléphones. Cependant, c’est pas si gênant que ça vu qu’on l’utilise pour lire et pas pour écrire.Pour le prix ça vaut vraiment le coup.Je suis fan!","['’', 'toujours', 'rêvé', '’', 'avoir']","['’', 'aime', 'bookaddict', 'comment', 'dire', 'depuis', '’', 'acheté', 'quittent', 'plus', 'maison', 'fac', 'métro', 'train', 'quand', 'salle', 'attente', 'toujours', 'sac', 'hyper', 'léger', 'très', 'pratique', 'ceux', 'aiment', 'lire', 'déplacent', 'souvent', '’', 'place', 'transporter', 'livres', 'abonnement', 'kindle', 'livres', 'version', 'epub', 'coûtent', 'tout', 'cher', 'peut', 'très', 'facilement', 'trouver', 'internet', 'gratuitement', 'peut', 'stocker', 'jusqu', '’', 'ebook', 'énorme', 'peut', 'surligneur', 'noter', 'regarder', 'signification', 'mots', 'dictionnaire', '’', 'importe', 'quelle', 'langue', 'connexion', 'internet', 'voir', 'définitions', 'mots', 'wikipedia', 'quand', '’', 'examens', 'fais', 'fiches', 'directement', 'word', 'converties', 'format', 'epub', 'déplace', 'kindle', 'permet', 'transporter', 'toujours', 'avoir', 'fiches', 'révisions', 'seul', 'support', 'si', 'parle', 'quand', 'éteint', 'couverture', 'livre', '’', 'train', 'lire', '’', 'affiche', 'ça', '’', 'génial', 'kindle', 'change', 'vie', 'licence', 'langue', 'kindle', 'permet', 'lire', 'livres', 'directement', 'anglais', 'espagnol', 'traduire', 'mots', 'phrases', 'comprends', 'juste', 'cliquant', 'dessusseule', 'chose', 'peut', 'déranger', '’', 'appareil', 'dehors', 'lecture', '’', 'surfer', 'sais', 'si', '’', 'explique', 'veux', 'dire', 'fois', '’', 'peu', 'chiant', '’', 'écran', 'tactile', 'peu', 'lent', 'rapport', 'téléphones', 'cependant', '’', 'si', 'gênant', 'ça', 'vu', '’', '’', 'utilise', 'lire', 'écrirepour', 'prix', 'ça', 'vaut', 'vraiment', 'coupje', 'fan']"
